요양기관명,요양종별,시도명,도로명주소,표시과목명,개설일자,전화번호,lat,lng
아현올리브약국,약국,서울,"서울특별시 마포구 마포대로 208, 효성인텔리안 1층 104호 (아현동)",,2025-12-10,02-6373-9284,37.5525006898944,126.956862957606
경희룩굿한의원,한의원,서울,"서울특별시 강남구 논현로94길 23, 2층 (역삼동)",,2025-12-23,02-555-1088,37.5028773660918,127.038216597528
라비체의원,의원,서울,"서울특별시 강남구 강남대로 488, 센트럴스퀘어강남 3층 (논현동)",일반의,2025-12-01,02-6346-1234,37.5058752765223,127.024267428303
첫우물 약국,약국,서울,"서울특별시 은평구 진관2로 57-7, 252동 상가 B101 첫우물 약국 (진관동, 은평뉴타운 우물골)",,2025-12-12,02-353-7001,37.6343737542102,126.92323609983
벨리셀의원,의원,서울,"서울특별시 서초구 강남대로 407, OPUS 3~ 4층 (서초동)",일반의,2025-12-23,02-6282-8110,37.499001814488,127.026591200089
판티오약국,약국,서울,"서울특별시 서초구 강남대로 525, 세영제이타워 1층 (반포동)",,2025-12-08,02-548-3603,37.5089481636579,127.02191327685
더든든치과의원,치과의원,서울,"서울특별시 강동구 양재대로 1562, 6층 (길동)",,2025-12-11,02-489-2875,37.5448781012584,127.142999883738
천호튼튼약국,약국,서울,"서울특별시 강동구 올림픽로78길 60, 1동 232호 (천호동, 강동 밀레니얼 중흥S-클래스)",,2025-12-02,02-6482-0303,37.5409734434557,127.128499316444
오다한의원,한의원,서울,"서울특별시 성북구 화랑로37길 42, 2층 208호 (장위동, 삼익아파트)",,2025-12-12,02-909-1223,37.6134198408766,127.057656948394
홍대입구역약국,약국,서울,"서울특별시 마포구 홍익로6길 21, 1층 (동교동)",,2025-12-23,02-336-0350,37.5554933619496,126.922902305456
아이엠케이성형외과의원,의원,서울,"서울특별시 강남구 강남대로 402, 시계탑빌딩 7층 (역삼동)",성형외과,2025-12-19,02-6203-7788,37.4987767279505,127.027830562268
명동타운 레디영약국,약국,서울,"서울특별시 중구 명동8가길 31, 1,2,3층 (충무로2가)",,2025-12-17,070-7773-9325,,
시아의원,의원,서울,"서울특별시 강남구 강남대로 488, 센트럴스퀘어강남 4,5층 (논현동)",일반의,2025-12-01,02-517-7117,37.5058752765223,127.024267428303
구름힐약국,약국,서울,"서울특별시 강서구 마곡중앙8로1길 81, 제비티-108호 (마곡동)",,2025-12-24,02-3661-9013,37.5685092627898,126.837632450912
미소랑한의원,한의원,울산,"울산광역시 남구 삼호로55번길 5, 2층 (무거동)",,2025-12-03,052-223-7582,35.5498165484724,129.269651338557
사랑치과의원,치과의원,울산,"울산광역시 북구 중산서로 30, 3층 (중산동)",,2025-12-15,052-297-7528,35.6540269677229,129.349252268831
행복약국,약국,경기,"경기도 성남시 수정구 수정로 181, 성남빌딩 1층 일부호 (태평동)",,2025-12-22,031-722-4330,37.4435958811998,127.14000190695
뷰라인치과의원,치과의원,경기,"경기도 성남시 수정구 성남대로 1228, 해광빌딩 5층 (수진동)",,2025-12-17,031-721-2080,37.4395035652482,127.12816628417
솔약국,약국,경기,"경기도 수원시 팔달구 인계로 118, 101호 (인계동)",,2025-12-26,010-8996-7658,37.2673666514378,127.030402470946
케이셀렉트 하남차약국,약국,경기,"경기도 하남시 미사대로 410, 미사강변 오벨리스크 179~181호 (망월동)",,2025-12-09,010-3668-3074,37.5669148058169,127.196654716027
정발산연세마디마취통증의학과의원,의원,경기,경기도 고양시 일산동구 정발산로,마취통증의학과,2025-12-30,031-994-4225,37.6585859036782,126.780821790384
1층약국,약국,경기,"경기도 안성시 남파로 75, 1층 8호 (당왕동)",,2025-12-09,010-7456-8016,37.0167484009812,127.25837817936
비씨티명인의원,의원,경기,"경기도 오산시 수목원로 600, 103,104호 (세교동)",일반의,2025-12-12,031-377-3005,,
별빛약국,약국,경기,"경기도 파주시 가람로 129, 105, 106호 (와동동)",,2025-12-04,031-947-5560,,
터한의원,한의원,경기,"경기도 과천시 별양상가3로 8, 힐스테이트 과천청사역 210~212호 (별양동)",,2025-12-03,02-6952-1135,37.4261108716574,126.990710125938
맘편한약국,약국,경기,"경기도 의정부시 청사로 50, 제203호 (금오동)",,2025-12-30,010-5948-3102,37.7528233640935,127.070164631681
메가돔약국,약국,경기,경기도 구리시 도매시장로,,2025-12-24,010-8174-3369,37.6111919919318,127.143699617675
김포리본한의원,한의원,경기,"경기도 김포시 걸포로 34, 3층 304, 305호 (걸포동)",,2025-12-16,070-7807-1075,37.6349574245569,126.706379406649
알에이153의원,의원,경기,"경기도 수원시 영통구 창룡대로 269, 1층 (이의동)",일반의,2025-12-16,031-,37.2966181531886,127.037397738581
연세튼튼재활의학과의원,의원,경기,경기도 오산시 내삼미로79번길,재활의학과,2025-12-17,031-378-8279,37.1702165813686,127.064494483908
운정별하람한의원,한의원,경기,경기도 파주시 가람로,,2025-12-10,031-941-7510,37.7357171659614,126.759973578423
서울바른비뇨의학과의원,의원,경기,"경기도 수원시 영통구 봉영로 1587, 다모아프라자 501호 (영통동)",비뇨의학과,2025-12-10,031-205-3650,37.2533276958414,127.072333349835
나이스약국,약국,경기,경기도 의정부시 오목로225번길,,2025-12-24,031-822-6600,37.7465416191505,127.094783612718
별빛온누리약국,약국,경기,경기도 의정부시 호동로,,2025-12-29,031-871-7234,37.7299713015665,127.041602751529
새수정약국,약국,경기,경기도 화성시 효행구 봉담읍 참샘길 2,,2025-12-11,010-4531-5598,37.2157279941592,126.976273544997
마음담은치과의원,치과의원,경기,"경기도 안성시 공도읍 공도로 78, 201호",,2025-12-31,031-616-2875,36.9991986860516,127.169825764609
하늘숲치과의원,치과의원,경기,"경기도 하남시 미사강변한강로 135, 미사강변 스카이폴리스 나동 219호 (망월동)",,2025-12-17,031-699-2800,37.57657762204,127.19204652447
수원숲정신건강의학과의원,의원,경기,"경기도 수원시 팔달구 효원로 279, 2층 205호 (인계동)",정신건강의학과,2025-12-31,031-548-1903,37.2619663511254,127.032748635803
파주연세세브란스치과의원,치과의원,경기,"경기도 파주시 가람로 129, 504~507호 (와동동)",,2025-12-16,031-943-7522,,
판다약국,약국,경기,"경기도 화성시 동탄구 동탄순환대로12길 8, 105호 (산척동)",,2025-12-04,031-372-7150,37.1688634409323,127.119352746025
동탄센텀정형외과의원,의원,경기,"경기도 화성시 동탄구 동탄순환대로12길 4, 301,302,303호 (산척동)",정형외과,2025-12-05,031-374-6999,,
유앤아이의원 화성봉담점,의원,경기,"경기도 화성시 효행구 봉담읍 상리중심상가길 28-8, 309~315호",일반의,2025-12-22,031-8067-5775,,
안양삼성지온정형외과의원,의원,경기,"경기도 안양시 만안구 안양로 297, 3층 (안양동)",정형외과,2025-12-16,031-447-7575,37.3985195029362,126.920996086487
닥터클로버의원,의원,경기,"경기도 과천시 별양상가3로 8, 힐스테이트 과천청사역 304, 305, 306호 (별양동)",일반의,2025-12-17,02-3679-4698,37.4261108716574,126.990710125938
운정튼튼재활의학과의원,의원,경기,경기도 파주시 가람로,재활의학과,2025-12-22,031-957-5722,37.7357171659614,126.759973578423
인창스마일약국,약국,경기,"경기도 구리시 건원대로76번길 34, 삼보아파트단지내상가 201-1호 (인창동)",,2025-12-29,031-523-3824,37.6074068823846,127.141208267231
서울원안과의원,의원,경기,"경기도 광명시 디지털로 19, 오렌지에비뉴 신관 5층 (철산동)",안과,2025-12-19,02-6953-0822,37.4740475543898,126.869686936627
정온정신건강의학과의원,의원,경기,"경기도 광명시 디지털로 19, 6층 603호 (철산동)",정신건강의학과,2025-12-19,02-2619-7555,37.4740475543898,126.869686936627
트레이더스365약국,약국,경기,"경기도 군포시 삼성로 74, 트레이더스 군포점 1층 (부곡동)",,2025-12-15,010-9650-9599,37.3401223445686,126.934649447895
분당닥터에버스의원,의원,경기,"경기도 성남시 분당구 황새울로360번길 35, 서현현대프라자 3층 304호 (서현동)",일반의,2025-12-09,031-8039-7537,37.384910507805,127.124672146785
포천자연치과의원,치과의원,경기,"경기도 포천시 구절초로 27, 3층 (신읍동)",,2025-12-29,031-535-2804,37.8961741726001,127.201692561589
덕계365중앙약국,약국,경기,"경기도 양주시 회천중앙로 236, 106호 (덕계동)",,2025-12-03,031-928-7650,37.8189003217884,127.053052754718
연세자유케정형외과의원,의원,경기,"경기도 안양시 동안구 경수대로 535, 평촌비바힐스 301~309호 (호계동)",정형외과,2025-12-23,031-454-0832,37.370609940186,126.957480429633
분당티케이의원,의원,경기,"경기도 성남시 분당구 황새울로 353, 3~5층 (서현동)",일반의,2025-12-12,1899-9933,,
나스다한의원,한의원,경기,"경기도 화성시 효행구 봉담읍 상리2길 51, 201호",,2025-12-16,031-8067-6667,37.2245291223011,126.947143899255
위례참신통한의원,한의원,경기,"경기도 성남시 수정구 위례동로 147, 위례건아타워 9층 902호 (창곡동)",,2025-12-22,031-778-7275,37.4730826015455,127.150107505241
동탄건강약국,약국,경기,"경기도 화성시 동탄구 큰재봉길 23-11, 동탄 삼성쉐르빌 111,112호 (석우동)",,2025-12-12,031-8043-4481,37.2174984132794,127.079347543416
연세원탑정형외과의원,의원,경기,"경기도 양주시 회천중앙로 236, 노블프라자주 1동 4층 (덕계동)",정형외과,2025-12-26,031-861-8882,37.8189003217884,127.053052754718
10층비비약국,약국,경기,"경기도 용인시 기흥구 동백중앙로 283, 골드프라자 B동 1009호 (중동)",,2025-12-04,010-2114-2975,37.278013079108,127.153487824004
2층스마일약국,약국,경기,"경기도 성남시 분당구 정자일로 121 (정자동, 더샵스타파크)",,2025-12-08,031-604-2609,37.3613376767451,127.105543131014
네이처쥬니어치과의원,치과의원,경기,"경기도 안산시 단원구 선부광장1로 186, 한영타워 207~209호 (선부동)",,2025-12-31,031-505-2882,37.3340646975817,126.807030385618
바른결치과의원,치과의원,경기,"경기도 오산시 초평중앙로 127-14, 201호 (가수동)",,2025-12-09,031-375-0282,37.1439570383931,127.047971161124
셀린의원,의원,경기,경기도 남양주시 다산중앙로146번길,일반의,2025-12-12,031-556-3535,37.6260206219628,127.157465533088
대성약국,약국,경기,"경기도 양주시 광적면 가래비12길 10, 1층 일부",,2025-12-11,0507-1396-3605,37.8259173506647,126.984435768282
마음편한치과의원,치과의원,경기,"경기도 안양시 만안구 안양로 297, 6층 (안양동)",,2025-12-11,031-446-2828,37.3985195029362,126.920996086487
풍무삼성메디컬의원,의원,경기,"경기도 김포시 양도로19번길 21, 7층 (풍무동)",일반의,2025-12-17,031-988-7582,37.6083398970581,126.724882492776
365아나파본의원,의원,경기,"경기도 수원시 권선구 경수대로 374, 2~4층 (권선동)",일반의,2025-12-23,031-546-3961,,
365통치한의원,한의원,경기,"경기도 화성시 동탄구 동탄순환대로27길 30, 2층 일부호 (영천동)",,2025-12-15,031-375-1057,37.2081598236456,127.104357347025
참약사산본메가약국,약국,경기,"경기도 군포시 산본로323번길 15, 동산상가 106, 108호 (산본동)",,2025-12-24,010-3462-2440,37.3586377701212,126.93224852913
아름본재활의학과병원,병원,경기,"경기도 수원시 팔달구 인계로 118, 2층~5층 (인계동)",,2025-12-29,031-1644-8275,37.2673666514378,127.030402470946
모나약국,약국,경기,"경기도 수원시 팔달구 중부대로 141, 메타타워Ⅱ B101호 (우만동)",,2025-12-23,010-5120-1327,37.2786729742004,127.031538202471
대박한의원,한의원,경기,"경기도 용인시 수지구 수지로 124, 성복스퀘어/근린생활시설 2층 201~208호 (성복동)",,2025-12-03,031-548-0889,37.3126839307817,127.079741790382
이천터미널 마취통증의학과의원,의원,경기,"경기도 이천시 이섭대천로 1203, 하나빌딩 1층 (중리동)",마취통증의학과,2025-12-04,031-638-1000,37.277759339183,127.446499825985
광교 닥터에버스의원,의원,경기,"경기도 수원시 영통구 도청로66번길 6, 340호 ~ 351호 (이의동, 힐스테이트광교중앙역퍼스트)",일반의,2025-12-16,031-8009-0072,37.2892170573398,127.051275350203
망미보건진료소,보건진료소,경기,"경기도 양평군 지평면 대평로 469, 망미보건진료소",,2025-12-17,031-770-3491,37.4431704287289,127.654328263539
숨앤소리이비인후과의원,의원,경기,"경기도 파주시 가람로 129, 303,304호 (와동동)",이비인후과,2025-12-04,031-941-5122,,
소망약국,약국,경기,"경기도 하남시 감일중앙로 56, 113호 (감이동)",,2025-12-08,010-7433-1627,37.5084630440481,127.15390346
삼성전자(주)평택사무3동부속의원,의원,경기,"경기도 평택시 삼성로 114, 삼성전자(주) 평택캠퍼스 3동 6층 (고덕동)",일반의,2025-12-30,031-6191-6278,37.0356175409042,127.053163230003
화성연합의원,의원,경기,"경기도 화성시 만세구 남양읍 남양성지로 123, 삼기프라자 201, 301호",일반의,2025-12-17,031-357-0405,37.2081992137885,126.817220044988
연세소아청소년과의원,의원,경기,"경기도 수원시 권선구 호매실로218번길 126, 현대프라자 302호 (호매실동)",소아청소년과,2025-12-11,031-298-8857,37.266093447413,126.960893809511
허윤정신건강의학과의원,의원,전남,전라남도 순천시 장선배기길,정신건강의학과,2025-12-10,061-724-7975,34.9520129689077,127.529666220625
노화사랑치과의원,치과의원,전남,"전라남도 완도군 노화읍 노화로 888, 1층",,2025-12-05,061-555-2804,34.1768759969268,126.568201830841
빛가람플란트치과의원,치과의원,전남,"전라남도 나주시 빛가람로 676, 씨티원 빌딩 203호,204호 (빛가람동)",,2025-12-23,061-335-7528,35.0207979229337,126.785547468978
마리나한의원,한의원,전남,"전라남도 여수시 웅천로 134, 2층 204,205호 (웅천동)",,2025-12-18,061-810-3650,34.7403660493948,127.677842041465
여호보건진료소,보건진료소,전남,전라남도 고흥군 점암면 여호해안길 40,,2025-12-19,061-830-5121,34.6633677475991,127.469904264376
금일조하약국,약국,전남,전라남도 완도군 금일읍 금일로,,2025-12-04,010-3094-2696,34.3418883808125,127.041620738503
